event_id,timestamp,user_id,employee_name,department,role,location,resource_type,action_type,records_accessed,historical_avg_access,risk_score,anomaly_score,threat_type,severity,label
EVT03049,2026-04-09 04:21:00,U8247,Bahadurjit Balasubramanian,IT Security,System Admin,Delhi,Cloud Storage,Delete,215,193,12,0.062,None,Low,Normal
EVT03050,2026-06-16 22:12:00,U8484,Owen Sridhar,HR,Manager,Pune,Cloud Storage,Write,665,735,27,0.231,None,Low,Normal
EVT03051,2026-09-09 00:17:00,U2961,Ikbal Ratta,Finance,Analyst,Hyderabad,Cloud Storage,Read,114,101,32,0.132,None,Low,Normal
EVT03052,2026-07-03 01:12:00,U9551,Hemani Ramesh,Operations,Executive,Pune,Cloud Storage,Delete,2830,283,76,0.962,Data Exfiltration,Critical,Threat
EVT03053,2026-01-20 04:25:00,U6834,Nicholas Shankar,HR,Analyst,Chennai,API,Read,456,507,30,0.067,None,Low,Normal
EVT03054,2026-02-07 16:12:00,U8803,Kamya Bora,Marketing,Manager,Hyderabad,Cloud Storage,Download,718,601,15,0.032,None,Low,Normal
EVT03055,2026-07-20 08:43:00,U2403,Sai Madan,Legal,Developer,Chennai,File,Read,5070,507,98,0.994,Privilege Escalation,Critical,Threat
EVT03056,2026-01-20 12:22:00,U9609,Ekavir Ghose,HR,System Admin,Chennai,Database,Read,419,402,4,0.142,None,Low,Normal
EVT03057,2026-03-04 04:19:00,U3566,George Sarin,IT Security,Analyst,Chennai,File,Delete,11286,594,75,0.774,Credential Abuse,Critical,Threat
EVT03058,2026-02-24 21:28:00,U6371,Neel Sheth,IT Security,Executive,Chennai,Cloud Storage,Delete,137,154,8,0.138,None,Low,Normal
EVT03059,2026-05-02 20:39:00,U4221,Vihaan Dayal,Finance,Executive,Chennai,Database,Download,531,655,1,0.266,None,Low,Normal
EVT03060,2026-01-09 13:59:00,U3773,Lucky Modi,IT Security,Developer,Bangalore,API,Read,86,88,4,0.133,None,Low,Normal
EVT03061,2026-09-12 12:48:00,U9448,Chavvi Raju,Legal,System Admin,Mumbai,File,Delete,451,453,1,0.176,None,Low,Normal
EVT03062,2026-02-01 09:07:00,U5860,Advika Shah,Marketing,System Admin,Hyderabad,API,Download,109,119,27,0.187,None,Low,Normal
EVT03063,2026-11-09 13:39:00,U6556,Kashvi Loke,Finance,Executive,Bangalore,File,Write,147,151,3,0.093,None,Low,Normal
EVT03064,2026-07-16 21:24:00,U6307,Odika Devi,Finance,Developer,Delhi,API,Read,266,251,32,0.263,None,Low,Normal
EVT03065,2026-05-27 12:03:00,U5694,Watika Narain,Finance,System Admin,Pune,Cloud Storage,Download,255,218,17,0.291,None,Low,Normal
EVT03066,2026-11-02 10:41:00,U9368,Avni Devi,Legal,Developer,Chennai,File,Download,1001,935,18,0.186,None,Low,Normal
EVT03067,2026-11-15 00:50:00,U8499,Charita Uppal,Legal,Manager,Delhi,File,Read,88,108,33,0.134,None,Low,Normal
EVT03068,2026-08-19 20:31:00,U4549,David Brar,Operations,System Admin,Bangalore,Database,Write,599,612,18,0.172,None,Low,Normal
EVT03069,2026-07-13 16:09:00,U6838,Yachana Mall,Legal,Executive,Chennai,API,Delete,128,132,16,0.296,None,Low,Normal
EVT03070,2026-01-02 23:56:00,U5796,Chakradhar Mohan,Finance,System Admin,Pune,API,Download,30,34,23,0.02,None,Low,Normal
EVT03071,2026-05-10 22:21:00,U8079,Urishilla Kala,Legal,Executive,Hyderabad,Database,Write,452,477,11,0.141,None,Low,Normal
EVT03072,2026-03-27 18:52:00,U3309,Michael Saraf,Engineering,System Admin,Delhi,API,Read,410,370,10,0.256,None,Low,Normal
EVT03073,2026-11-30 09:14:00,U9289,Amruta Sen,IT Security,Executive,Mumbai,Database,Delete,8190,585,77,0.743,Credential Abuse,High,Threat
EVT03074,2026-01-06 00:42:00,U9841,Gavin Puri,IT Security,Analyst,Mumbai,Cloud Storage,Write,397,417,27,0.196,None,Low,Normal
EVT03075,2026-01-23 10:43:00,U4312,Oni Babu,Engineering,Analyst,Hyderabad,Cloud Storage,Delete,9960,996,90,0.757,Credential Abuse,Critical,Threat
EVT03076,2026-11-20 04:06:00,U8228,Vincent Modi,IT Security,Analyst,Pune,Cloud Storage,Read,515,568,28,0.013,None,Low,Normal
EVT03077,2026-07-22 10:20:00,U4925,Riya Golla,HR,System Admin,Bangalore,Database,Delete,932,981,6,0.219,None,Low,Normal
EVT03078,2026-07-26 14:13:00,U4227,Xalak Bhatia,Operations,Executive,Delhi,Database,Download,388,336,16,0.151,None,Low,Normal
EVT03079,2026-02-27 18:29:00,U6861,Azaan Kamdar,Operations,System Admin,Mumbai,Database,Delete,408,467,17,0.292,None,Low,Normal
EVT03080,2026-04-19 16:10:00,U5759,Jackson Yohannan,IT Security,Executive,Pune,Cloud Storage,Delete,453,467,5,0.082,None,Low,Normal
EVT03081,2026-02-16 06:05:00,U5107,David Pandit,Finance,Executive,Chennai,Cloud Storage,Write,449,390,27,0.062,None,Low,Normal
EVT03082,2026-04-28 06:15:00,U3234,Harini Memon,HR,Manager,Chennai,API,Read,525,605,21,0.169,None,Low,Normal
EVT03083,2026-06-04 02:21:00,U3271,Chaitaly Shroff,Legal,Analyst,Mumbai,File,Delete,3444,492,99,0.934,Impossible Travel,Critical,Threat
EVT03084,2026-07-13 15:15:00,U2809,Lipika Gera,Legal,System Admin,Pune,Cloud Storage,Download,425,514,1,0.089,None,Low,Normal
EVT03085,2026-03-03 13:04:00,U2617,Varsha Bhattacharyya,Operations,Developer,Mumbai,Cloud Storage,Download,707,623,32,0.276,None,Low,Normal
EVT03086,2026-10-18 21:44:00,U7102,Yashvi Chowdhury,IT Security,System Admin,Pune,Cloud Storage,Download,968,988,26,0.258,None,Low,Normal
EVT03087,2026-09-14 21:25:00,U3059,Finn Balay,Finance,Executive,Pune,File,Write,346,423,28,0.093,None,Low,Normal
EVT03088,2026-12-24 13:02:00,U6959,Viraj Zachariah,Finance,Developer,Chennai,Cloud Storage,Write,846,968,33,0.146,None,Low,Normal
EVT03089,2026-07-20 21:14:00,U3322,Janaki Guha,HR,Analyst,Delhi,Database,Delete,5057,389,92,0.712,Privilege Escalation,Critical,Threat
EVT03090,2026-11-11 10:09:00,U5515,Anita Ghosh,Finance,Analyst,Delhi,Cloud Storage,Write,271,257,20,0.124,None,Low,Normal
EVT03091,2026-06-28 22:51:00,U3657,Thomas Hans,IT Security,Analyst,Mumbai,API,Read,234,227,13,0.027,None,Low,Normal
EVT03092,2026-06-24 01:58:00,U4961,Bahadurjit Aurora,IT Security,Analyst,Bangalore,Database,Read,676,600,33,0.079,None,Low,Normal
EVT03093,2026-08-24 11:31:00,U6621,Pavani Bahri,Marketing,System Admin,Mumbai,File,Write,4584,382,92,0.787,Privilege Escalation,Critical,Threat
EVT03094,2026-05-21 10:25:00,U7751,Zayyan Grewal,Marketing,System Admin,Mumbai,File,Download,1152,96,92,0.986,Privilege Escalation,Critical,Threat
EVT03095,2026-11-29 06:00:00,U2458,Patrick Rajan,Legal,Manager,Mumbai,File,Download,4830,483,100,0.827,Impossible Travel,High,Threat
EVT03096,2026-09-16 19:05:00,U9801,Ekantika Divan,Operations,Developer,Bangalore,Cloud Storage,Write,256,228,21,0.283,None,Low,Normal
EVT03097,2026-03-22 17:04:00,U8080,Arin Dixit,HR,Developer,Delhi,File,Download,72,67,27,0.211,None,Low,Normal
EVT03098,2026-07-26 18:30:00,U3250,Ekiya Cherian,Operations,Executive,Mumbai,Database,Download,3520,220,100,0.877,Privilege Escalation,Critical,Threat
EVT03099,2026-02-05 09:32:00,U2482,Aishani Sarin,IT Security,Analyst,Hyderabad,Cloud Storage,Read,867,764,4,0.204,None,Low,Normal
EVT03100,2026-04-03 15:06:00,U1147,Ekaja Ravel,HR,Executive,Pune,Cloud Storage,Write,388,340,7,0.275,None,Low,Normal
EVT03101,2026-02-24 18:45:00,U1679,Laksh Devi,Legal,Developer,Mumbai,Cloud Storage,Write,13515,901,96,0.791,Credential Abuse,Critical,Threat
EVT03102,2026-10-12 11:44:00,U6514,Onkar Manne,Operations,System Admin,Hyderabad,API,Write,141,174,23,0.011,None,Low,Normal
EVT03103,2026-10-07 01:58:00,U3100,Madhavi Bhatia,Engineering,Manager,Pune,Database,Delete,1704,213,70,0.771,Impossible Travel,Critical,Threat
EVT03104,2026-07-26 16:04:00,U2073,Wazir Sidhu,Legal,Developer,Hyderabad,Database,Write,929,895,19,0.159,None,Low,Normal
EVT03105,2026-02-05 21:03:00,U8993,Laksh Kara,Engineering,Developer,Bangalore,API,Write,14850,990,100,0.755,Data Exfiltration,Critical,Threat
EVT03106,2026-01-03 20:19:00,U5952,Qadim Raja,IT Security,Manager,Bangalore,Database,Read,3492,291,84,0.845,Privilege Escalation,High,Threat
EVT03107,2026-04-05 02:15:00,U9011,Patrick Rau,Operations,Manager,Delhi,Cloud Storage,Delete,795,739,22,0.077,None,Low,Normal
EVT03108,2026-09-17 22:27:00,U8795,Ishita Anne,HR,Developer,Mumbai,File,Read,398,468,19,0.14,None,Low,Normal
EVT03109,2026-10-23 20:22:00,U8012,Ishani Badami,Finance,Developer,Pune,API,Write,15200,950,95,0.932,Privilege Escalation,Critical,Threat
EVT03110,2026-04-12 02:20:00,U2130,Yug Gour,Engineering,Analyst,Pune,Database,Write,3720,744,98,0.776,Privilege Escalation,High,Threat
EVT03111,2026-08-29 16:59:00,U9261,Dayita Kamdar,HR,Developer,Delhi,Cloud Storage,Write,403,467,14,0.211,None,Low,Normal
EVT03112,2026-02-01 14:29:00,U4621,Yashawini Brahmbhatt,Operations,Analyst,Pune,Database,Write,103,91,29,0.104,None,Low,Normal
EVT03113,2026-08-18 10:02:00,U8568,Triya Kade,Legal,Analyst,Mumbai,API,Read,817,733,6,0.126,None,Low,Normal
EVT03114,2026-10-13 03:38:00,U6328,Diya Thakur,Marketing,Analyst,Bangalore,Database,Delete,163,201,17,0.057,None,Low,Normal
EVT03115,2026-07-31 05:53:00,U5112,Xiti Arora,HR,Manager,Pune,Cloud Storage,Read,229,240,17,0.044,None,Low,Normal
EVT03116,2026-02-11 01:12:00,U8592,Jason Chanda,Legal,Manager,Hyderabad,Cloud Storage,Download,1045,965,33,0.072,None,Low,Normal
EVT03117,2026-11-21 19:04:00,U9935,Charvi Doctor,Engineering,System Admin,Bangalore,Database,Write,2700,540,76,0.862,Credential Abuse,High,Threat
EVT03118,2026-02-13 16:31:00,U7930,Sarthak Char,HR,Manager,Mumbai,Cloud Storage,Download,320,64,99,0.834,Credential Abuse,Critical,Threat
EVT03119,2026-12-16 02:43:00,U3714,Nilima Kalita,Marketing,Developer,Delhi,Database,Write,563,584,19,0.082,None,Low,Normal
EVT03120,2026-07-29 00:25:00,U7202,Upadhriti Sinha,Engineering,System Admin,Chennai,File,Read,214,241,22,0.089,None,Low,Normal
EVT03121,2026-12-05 23:53:00,U6121,Kamala Nanda,Operations,Manager,Mumbai,Database,Delete,209,225,7,0.236,None,Low,Normal
EVT03122,2026-10-09 12:24:00,U6881,Harita Khare,Legal,Executive,Mumbai,Cloud Storage,Delete,508,531,27,0.004,None,Low,Normal
EVT03123,2026-06-16 12:13:00,U4586,Gautam Dara,Operations,Developer,Hyderabad,API,Download,788,675,18,0.155,None,Low,Normal
EVT03124,2026-04-27 07:56:00,U4014,Kalpit Dugar,HR,Developer,Bangalore,File,Delete,88,110,23,0.144,None,Low,Normal
EVT03125,2026-05-25 03:36:00,U8424,Bakhshi Chadha,Legal,Manager,Hyderabad,Cloud Storage,Download,450,397,27,0.014,None,Low,Normal
EVT03126,2026-08-12 11:12:00,U4506,Samuel Bains,Finance,Manager,Chennai,Cloud Storage,Read,2839,167,87,0.723,Impossible Travel,High,Threat
EVT03127,2026-03-30 17:39:00,U1264,Eesha Dewan,Marketing,Manager,Mumbai,API,Delete,4736,592,98,0.994,Privilege Escalation,High,Threat
EVT03128,2026-01-24 23:37:00,U2424,Amara Goyal,Legal,Developer,Chennai,Cloud Storage,Write,10095,673,87,0.778,Impossible Travel,Critical,Threat
EVT03129,2026-08-28 03:34:00,U4246,Imaran Chokshi,Marketing,Analyst,Chennai,Cloud Storage,Write,728,703,19,0.225,None,Low,Normal
EVT03130,2026-02-06 15:00:00,U8181,Shravya Luthra,Marketing,Manager,Mumbai,File,Download,758,723,28,0.294,None,Low,Normal
EVT03131,2026-06-11 15:23:00,U8068,Liam Upadhyay,Legal,Analyst,Pune,File,Write,361,336,34,0.123,None,Low,Normal
EVT03132,2026-01-12 22:36:00,U9673,Maya Gole,Engineering,Developer,Chennai,API,Delete,10770,718,95,0.89,Privilege Escalation,Critical,Threat
EVT03133,2026-04-17 13:31:00,U4452,Thomas Sibal,IT Security,Manager,Mumbai,Cloud Storage,Write,386,406,32,0.074,None,Low,Normal
EVT03134,2026-10-28 15:25:00,U9852,Yashoda Grover,IT Security,Executive,Pune,API,Download,854,755,4,0.218,None,Low,Normal
EVT03135,2026-06-25 11:08:00,U5150,Omisha Ghose,Legal,Developer,Delhi,Cloud Storage,Download,176,201,7,0.014,None,Low,Normal
EVT03136,2026-10-09 07:41:00,U2424,Balhaar Comar,Marketing,Analyst,Delhi,Cloud Storage,Write,12987,999,86,0.944,Impossible Travel,Critical,Threat
EVT03137,2026-07-17 22:43:00,U5105,Dhruv Sangha,Marketing,Developer,Bangalore,API,Delete,771,650,6,0.156,None,Low,Normal
EVT03138,2026-03-05 02:48:00,U4760,George Mandal,Legal,Developer,Mumbai,Database,Write,691,744,16,0.261,None,Low,Normal
EVT03139,2026-10-15 15:51:00,U4123,Ubika Bhargava,Engineering,System Admin,Delhi,Database,Write,467,577,14,0.148,None,Low,Normal
EVT03140,2026-01-02 17:13:00,U2491,Harita Tata,IT Security,Manager,Hyderabad,Database,Read,739,823,25,0.065,None,Low,Normal
EVT03141,2026-01-05 07:10:00,U3511,Chanchal Brahmbhatt,HR,Executive,Bangalore,File,Write,344,395,14,0.022,None,Low,Normal
EVT03142,2026-06-07 21:44:00,U2090,Ansh Zachariah,Engineering,Analyst,Chennai,API,Read,13648,853,75,0.846,Privilege Escalation,High,Threat
EVT03143,2026-12-19 08:52:00,U4068,Benjamin Pillay,Finance,Analyst,Hyderabad,File,Read,10693,629,98,0.954,Privilege Escalation,High,Threat
EVT03144,2026-08-22 03:54:00,U7534,Jai Muni,Marketing,Analyst,Bangalore,Database,Read,484,487,6,0.285,None,Low,Normal
EVT03145,2026-06-04 18:50:00,U3853,Anita Pandit,Engineering,Developer,Chennai,API,Delete,420,370,14,0.235,None,Low,Normal
EVT03146,2026-09-29 09:43:00,U2191,Aashi Shankar,Engineering,Developer,Pune,Cloud Storage,Delete,809,816,28,0.186,None,Low,Normal
EVT03147,2026-11-26 06:41:00,U1176,Yug Apte,HR,System Admin,Hyderabad,API,Read,3305,661,97,0.776,Data Exfiltration,High,Threat
EVT03148,2026-01-08 01:00:00,U9934,Daniel Nanda,Legal,Manager,Mumbai,Database,Write,837,770,14,0.05,None,Low,Normal
EVT03149,2026-09-30 19:37:00,U4517,Jagdish Mall,HR,Developer,Pune,Database,Write,577,717,9,0.205,None,Low,Normal
EVT03150,2026-10-07 21:32:00,U3624,Urvi Dua,Engineering,Manager,Pune,Database,Write,228,211,6,0.066,None,Low,Normal
EVT03151,2026-07-31 06:26:00,U3713,Viraj Munshi,Marketing,Manager,Hyderabad,Cloud Storage,Download,7470,498,91,0.708,Data Exfiltration,Critical,Threat
EVT03152,2026-11-12 07:20:00,U8672,Yashodhara Bhavsar,IT Security,Executive,Delhi,API,Read,112,133,12,0.096,None,Low,Normal
EVT03153,2026-07-06 20:13:00,U3773,Teerth Ramachandran,Operations,System Admin,Hyderabad,Database,Write,516,539,11,0.012,None,Low,Normal
EVT03154,2026-09-04 03:07:00,U4419,Adweta Nagarajan,Legal,Analyst,Mumbai,Database,Delete,104,105,13,0.023,None,Low,Normal
EVT03155,2026-09-07 13:25:00,U1450,Rohan Garg,Operations,Developer,Mumbai,Database,Delete,678,818,33,0.096,None,Low,Normal
EVT03156,2026-11-22 04:34:00,U2020,Caleb Das,HR,System Admin,Chennai,File,Download,517,442,29,0.183,None,Low,Normal
EVT03157,2026-01-18 06:07:00,U8364,Aarini Rattan,Operations,Developer,Pune,File,Read,297,27,80,0.98,Privilege Escalation,Critical,Threat
EVT03158,2026-12-29 07:19:00,U3677,Krishna Patel,Operations,Manager,Delhi,Cloud Storage,Write,752,937,9,0.165,None,Low,Normal
EVT03159,2026-06-22 00:54:00,U3137,Varenya Kumar,Finance,Developer,Bangalore,Database,Write,159,140,5,0.248,None,Low,Normal
EVT03160,2026-10-07 03:33:00,U9751,Zinal Pingle,Finance,Analyst,Chennai,Database,Delete,529,457,2,0.054,None,Low,Normal
EVT03161,2026-02-18 03:56:00,U8685,Harshil Merchant,Legal,Developer,Delhi,Database,Read,2052,342,84,0.715,Impossible Travel,Critical,Threat
EVT03162,2026-11-17 08:23:00,U8137,Vasatika Cherian,Marketing,Executive,Delhi,API,Read,1103,981,11,0.268,None,Low,Normal
EVT03163,2026-11-23 02:24:00,U1413,Oliver Konda,Engineering,Developer,Chennai,Database,Write,316,280,35,0.295,None,Low,Normal
EVT03164,2026-04-01 12:14:00,U2635,Advaith Naidu,IT Security,Developer,Mumbai,Cloud Storage,Download,504,611,26,0.139,None,Low,Normal
EVT03165,2026-09-04 08:42:00,U3117,Jairaj Puri,Engineering,Executive,Delhi,Database,Read,95,92,31,0.012,None,Low,Normal
EVT03166,2026-11-04 09:52:00,U6020,Faqid Ramaswamy,Engineering,Analyst,Delhi,Cloud Storage,Read,2088,116,74,0.965,Privilege Escalation,High,Threat
EVT03167,2026-08-11 08:05:00,U8407,Maanav Chada,Marketing,Manager,Delhi,Cloud Storage,Write,447,378,21,0.259,None,Low,Normal
EVT03168,2026-09-15 06:35:00,U3991,Jack Peri,Marketing,Developer,Chennai,Cloud Storage,Write,83,80,24,0.213,None,Low,Normal
EVT03169,2026-05-19 11:32:00,U4521,Vedika Deshpande,Legal,Developer,Pune,Cloud Storage,Read,578,489,11,0.21,None,Low,Normal
EVT03170,2026-06-26 17:06:00,U9241,Ronith Swamy,Operations,System Admin,Hyderabad,File,Download,1053,935,19,0.16,None,Low,Normal
EVT03171,2026-06-19 07:33:00,U6228,Harita Parmer,Legal,System Admin,Pune,File,Write,700,713,16,0.181,None,Low,Normal
EVT03172,2026-11-27 13:46:00,U7639,Lipika Shan,HR,Manager,Delhi,API,Delete,566,586,15,0.249,None,Low,Normal
EVT03173,2026-10-12 07:14:00,U3589,Upma Gokhale,Finance,Analyst,Delhi,Cloud Storage,Write,749,936,16,0.081,None,Low,Normal
EVT03174,2026-03-08 21:28:00,U7134,Rachita Peri,Operations,Manager,Mumbai,File,Write,2304,288,97,0.825,Impossible Travel,High,Threat
EVT03175,2026-05-13 11:45:00,U4557,Vivaan Sarma,HR,Developer,Delhi,Database,Delete,572,560,18,0.08,None,Low,Normal
EVT03176,2026-08-12 04:10:00,U4332,Ridhi Choudhry,Engineering,Developer,Hyderabad,Database,Read,637,753,7,0.14,None,Low,Normal
EVT03177,2026-08-31 01:58:00,U8832,Osha Chaudhary,Legal,Developer,Hyderabad,Database,Delete,551,609,12,0.257,None,Low,Normal
EVT03178,2026-03-21 20:27:00,U7014,Vamakshi Gokhale,Finance,Manager,Chennai,Database,Read,364,407,27,0.082,None,Low,Normal
EVT03179,2026-07-03 06:20:00,U7347,Qushi Thakkar,Engineering,Manager,Chennai,Cloud Storage,Write,560,645,17,0.132,None,Low,Normal
EVT03180,2026-12-28 01:28:00,U7138,Madhavi Narayanan,IT Security,Executive,Bangalore,File,Write,253,239,1,0.018,None,Low,Normal
EVT03181,2026-02-24 19:51:00,U9667,Jagrati Sagar,HR,Developer,Delhi,API,Write,128,142,4,0.102,None,Low,Normal
EVT03182,2026-07-09 09:08:00,U6313,Rayaan Deshpande,Legal,Manager,Bangalore,Database,Read,950,929,9,0.075,None,Low,Normal
EVT03183,2026-12-15 08:39:00,U9766,Matthew Kade,Legal,System Admin,Hyderabad,File,Write,1115,945,4,0.296,None,Low,Normal
EVT03184,2026-10-30 17:58:00,U1217,Suhani Sethi,Operations,System Admin,Pune,Cloud Storage,Read,873,963,2,0.113,None,Low,Normal
EVT03185,2026-11-21 16:12:00,U6071,Jacob Amble,Marketing,Analyst,Hyderabad,Database,Download,638,661,3,0.116,None,Low,Normal
EVT03186,2026-11-15 18:35:00,U2368,Arya Tak,Engineering,Executive,Bangalore,Database,Read,1188,99,98,0.749,Data Exfiltration,High,Threat
EVT03187,2026-02-02 02:42:00,U1026,Abha Bhardwaj,Engineering,Analyst,Hyderabad,Cloud Storage,Write,179,215,35,0.125,None,Low,Normal
EVT03188,2026-06-15 04:14:00,U3189,Bhavika Mani,Finance,Manager,Bangalore,Cloud Storage,Read,904,900,17,0.224,None,Low,Normal
EVT03189,2026-01-27 17:08:00,U8570,Naveen Anne,Marketing,System Admin,Delhi,Cloud Storage,Delete,275,322,11,0.01,None,Low,Normal
EVT03190,2026-03-03 17:35:00,U5559,Advay Chaudhry,IT Security,Developer,Hyderabad,File,Download,1157,89,70,0.892,Privilege Escalation,Critical,Threat
EVT03191,2026-02-19 07:39:00,U6799,Naveen Zacharia,Marketing,Developer,Hyderabad,File,Delete,12614,742,84,0.993,Impossible Travel,Critical,Threat
EVT03192,2026-05-05 02:35:00,U4762,Ekapad Balakrishnan,Finance,Developer,Mumbai,Cloud Storage,Download,916,791,31,0.198,None,Low,Normal
EVT03193,2026-06-02 04:06:00,U7388,Ekavir Memon,Operations,System Admin,Bangalore,Cloud Storage,Delete,646,567,7,0.012,None,Low,Normal
EVT03194,2026-03-17 06:38:00,U6184,Nandini Jaggi,Finance,Developer,Hyderabad,Database,Write,580,639,22,0.292,None,Low,Normal
EVT03195,2026-09-16 21:56:00,U7714,Rudra Vasa,Marketing,System Admin,Delhi,Database,Download,52,46,14,0.107,None,Low,Normal
EVT03196,2026-01-13 10:41:00,U8965,Nathaniel Gera,Engineering,Analyst,Hyderabad,Database,Read,1106,948,6,0.15,None,Low,Normal
EVT03197,2026-10-04 11:33:00,U6092,Mitesh Sanghvi,IT Security,Developer,Bangalore,Database,Write,1512,189,97,0.783,Credential Abuse,High,Threat
EVT03198,2026-06-20 11:46:00,U6269,Barkha Sani,Operations,Developer,Hyderabad,File,Write,860,825,18,0.192,None,Low,Normal
EVT03199,2026-08-29 22:03:00,U1623,Urishilla Chaudhary,IT Security,System Admin,Pune,Cloud Storage,Delete,535,484,21,0.138,None,Low,Normal
EVT03200,2026-09-14 18:28:00,U3534,Sathvik Bawa,Engineering,Analyst,Hyderabad,API,Delete,1047,916,19,0.126,None,Low,Normal
EVT03201,2026-03-01 22:08:00,U9057,Farhan Nori,IT Security,Developer,Hyderabad,API,Download,934,885,12,0.186,None,Low,Normal
EVT03202,2026-11-08 17:40:00,U6369,Eta Gokhale,HR,Manager,Chennai,Cloud Storage,Download,910,799,17,0.204,None,Low,Normal
EVT03203,2026-02-08 09:37:00,U3329,Rudra Chaudhari,Finance,Manager,Pune,File,Delete,1002,978,3,0.131,None,Low,Normal
EVT03204,2026-09-07 09:25:00,U2345,Waida Lall,HR,Developer,Hyderabad,Cloud Storage,Delete,1728,288,85,0.967,Privilege Escalation,Critical,Threat
EVT03205,2026-10-01 03:37:00,U5057,Vivaan Bedi,Engineering,Manager,Chennai,File,Download,4294,226,72,0.794,Impossible Travel,High,Threat
EVT03206,2026-09-15 21:31:00,U3305,Abdul Brar,Finance,System Admin,Hyderabad,API,Delete,1600,80,98,0.822,Data Exfiltration,Critical,Threat
EVT03207,2026-05-11 18:00:00,U7265,Ayushman Bail,Engineering,Executive,Hyderabad,API,Read,208,213,19,0.031,None,Low,Normal
EVT03208,2026-10-08 01:13:00,U1790,Krish Keer,HR,Manager,Pune,API,Read,86,87,33,0.245,None,Low,Normal
EVT03209,2026-08-08 10:40:00,U5092,Ekbal Bains,Operations,System Admin,Bangalore,API,Read,109,108,13,0.026,None,Low,Normal
EVT03210,2026-04-26 07:17:00,U2094,Ranbir Karpe,Finance,Executive,Hyderabad,Cloud Storage,Download,595,586,27,0.15,None,Low,Normal
EVT03211,2026-10-30 22:47:00,U6604,Januja Kumar,IT Security,System Admin,Delhi,File,Delete,485,494,23,0.09,None,Low,Normal
EVT03212,2026-03-22 16:50:00,U6420,Xalak Mohanty,IT Security,Developer,Hyderabad,File,Read,69,79,7,0.271,None,Low,Normal
EVT03213,2026-08-18 11:22:00,U7086,Arunima Prabhakar,HR,Manager,Bangalore,API,Write,6590,659,92,0.775,Data Exfiltration,High,Threat
EVT03214,2026-08-15 16:49:00,U9520,Manya Deep,Engineering,Developer,Pune,Database,Download,934,783,2,0.043,None,Low,Normal
EVT03215,2026-11-04 17:13:00,U1232,Oviya Morar,Operations,System Admin,Mumbai,Database,Delete,395,462,8,0.224,None,Low,Normal
EVT03216,2026-11-15 04:46:00,U3575,Ekaja Sehgal,Finance,System Admin,Mumbai,API,Delete,856,854,9,0.136,None,Low,Normal
EVT03217,2026-07-01 11:55:00,U1893,Kamala Kibe,HR,Executive,Mumbai,Database,Download,961,932,21,0.248,None,Low,Normal
EVT03218,2026-01-25 10:48:00,U3583,Jagdish Singhal,HR,Developer,Chennai,API,Download,323,373,30,0.231,None,Low,Normal
EVT03219,2026-07-12 13:54:00,U9695,Shivansh Sridhar,IT Security,Executive,Chennai,Database,Delete,5211,579,96,0.881,Data Exfiltration,Critical,Threat
EVT03220,2026-02-18 22:44:00,U5526,Ucchal Biswas,Engineering,System Admin,Pune,File,Delete,379,361,28,0.075,None,Low,Normal
EVT03221,2026-01-05 07:11:00,U1494,Hardik Kibe,Engineering,Analyst,Mumbai,API,Delete,297,263,10,0.293,None,Low,Normal
EVT03222,2026-12-27 19:45:00,U9820,Ekta Apte,Engineering,Developer,Mumbai,Cloud Storage,Read,783,775,5,0.151,None,Low,Normal
EVT03223,2026-09-10 10:08:00,U1738,Yochana Varghese,Finance,Developer,Delhi,Cloud Storage,Read,539,519,15,0.127,None,Low,Normal
EVT03224,2026-02-02 09:00:00,U3100,Udarsh Shan,Marketing,Analyst,Bangalore,File,Read,9478,677,84,0.845,Data Exfiltration,Critical,Threat
EVT03225,2026-02-01 05:36:00,U5066,Frederick Bora,Finance,System Admin,Bangalore,API,Delete,840,737,1,0.224,None,Low,Normal
EVT03226,2026-03-05 22:27:00,U7313,Zayyan Mammen,Engineering,Developer,Delhi,File,Write,168,150,32,0.104,None,Low,Normal
EVT03227,2026-05-27 12:33:00,U3056,Radha Setty,IT Security,Executive,Delhi,Cloud Storage,Delete,754,754,6,0.288,None,Low,Normal
EVT03228,2026-10-12 21:47:00,U9537,Luke Sarraf,Marketing,Analyst,Mumbai,File,Download,526,453,8,0.208,None,Low,Normal
EVT03229,2026-02-28 22:43:00,U7903,Benjamin Bassi,Operations,Executive,Chennai,File,Read,476,445,16,0.126,None,Low,Normal
EVT03230,2026-01-11 07:18:00,U6597,Prisha Chatterjee,Marketing,Developer,Mumbai,Database,Download,375,417,8,0.259,None,Low,Normal
EVT03231,2026-10-30 10:20:00,U4078,Netra Rai,HR,Manager,Mumbai,File,Read,3248,232,86,0.745,Impossible Travel,Critical,Threat
EVT03232,2026-04-16 19:43:00,U8039,Vasana Kashyap,Marketing,System Admin,Pune,File,Download,906,151,88,0.846,Credential Abuse,Critical,Threat
EVT03233,2026-10-25 08:28:00,U4247,Zayyan Lad,Finance,Executive,Delhi,API,Read,869,867,23,0.049,None,Low,Normal
EVT03234,2026-10-11 00:41:00,U4001,Jack Memon,HR,Developer,Chennai,Database,Download,309,286,17,0.04,None,Low,Normal
EVT03235,2026-12-18 11:23:00,U5613,Arjun Sangha,Operations,Executive,Pune,Database,Read,1144,143,85,0.817,Data Exfiltration,High,Threat
